date,nav,scheme_code,scheme_name,fund_house,scheme_type,scheme_category,date_parsed,nav_float
02-05-2014,35.08650,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-05-02,35.0865
30-04-2014,35.14570,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-04-30,35.1457
29-04-2014,35.30960,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-04-29,35.3096
28-04-2014,35.42120,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-04-28,35.4212
25-04-2014,35.31580,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-04-25,35.3158
23-04-2014,35.27700,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-04-23,35.277
22-04-2014,35.22490,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-04-22,35.2249
21-04-2014,35.22010,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-04-21,35.2201
17-04-2014,35.02020,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-04-17,35.0202
16-04-2014,34.80880,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-04-16,34.8088
15-04-2014,34.84150,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-04-15,34.8415
11-04-2014,34.82630,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-04-11,34.8263
10-04-2014,34.69550,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-04-10,34.6955
09-04-2014,34.62940,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-04-09,34.6294
07-04-2014,34.50810,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-04-07,34.5081
04-04-2014,34.52080,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-04-04,34.5208
03-04-2014,34.45870,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-04-03,34.4587
02-04-2014,34.46630,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-04-02,34.4663
01-04-2014,34.43860,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-04-01,34.4386
31-03-2014,34.37160,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-03-31,34.3716
28-03-2014,34.25240,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-03-28,34.2524
27-03-2014,34.11150,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-03-27,34.1115
26-03-2014,33.99800,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-03-26,33.998
25-03-2014,33.99370,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-03-25,33.9937
24-03-2014,34.00390,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-03-24,34.0039
21-03-2014,33.94090,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-03-21,33.9409
20-03-2014,33.90270,120841,Kotak_Bluechip,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2014-03-20,33.9027
